"REF_DATE","GEO","DGUID","Income concept","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2002","Montréal, Quebec","2011S0503462","After-tax income","$10,000 to $19,999","Percent","239","units","0","v107657303","15.3.5","18.7","B","","","1"
"2003","Montréal, Quebec","2011S0503462","After-tax income","$10,000 to $19,999","Percent","239","units","0","v107657303","15.3.5","19.3","C","","","1"
"2004","Montréal, Quebec","2011S0503462","After-tax income","$10,000 to $19,999","Percent","239","units","0","v107657303","15.3.5","18.1","C","","","1"
"2005","Montréal, Quebec","2011S0503462","After-tax income","$10,000 to $19,999","Percent","239","units","0","v107657303","15.3.5","19.9","C","","","1"
"2006","Montréal, Quebec","2011S0503462","After-tax income","$10,000 to $19,999","Percent","239","units","0","v107657303","15.3.5","21.0","C","","","1"
"2007","Montréal, Quebec","2011S0503462","After-tax income","$10,000 to $19,999","Percent","239","units","0","v107657303","15.3.5","20.8","C","","","1"
"2008","Montréal, Quebec","2011S0503462","After-tax income","$10,000 to $19,999","Percent","239","units","0","v107657303","15.3.5","19.3","C","","","1"
"2009","Montréal, Quebec","2011S0503462","After-tax income","$10,000 to $19,999","Percent","239","units","0","v107657303","15.3.5","18.1","C","","","1"
"2010","Montréal, Quebec","2011S0503462","After-tax income","$10,000 to $19,999","Percent","239","units","0","v107657303","15.3.5","18.6","C","","","1"
"2011","Montréal, Quebec","2011S0503462","After-tax income","$10,000 to $19,999","Percent","239","units","0","v107657303","15.3.5","17.5","C","","","1"
"2012","Montréal, Quebec","2011S0503462","After-tax income","$10,000 to $19,999","Percent","239","units","0","v107657303","15.3.5","16.5","C","","","1"
"2013","Montréal, Quebec","2011S0503462","After-tax income","$10,000 to $19,999","Percent","239","units","0","v107657303","15.3.5","17.4","C","","","1"
"2014","Montréal, Quebec","2011S0503462","After-tax income","$10,000 to $19,999","Percent","239","units","0","v107657303","15.3.5","16.0","C","","","1"
"2015","Montréal, Quebec","2011S0503462","After-tax income","$10,000 to $19,999","Percent","239","units","0","v107657303","15.3.5","17.1","C","","","1"
"2016","Montréal, Quebec","2011S0503462","After-tax income","$10,000 to $19,999","Percent","239","units","0","v107657303","15.3.5","15.8","C","","","1"
"2017","Montréal, Quebec","2011S0503462","After-tax income","$10,000 to $19,999","Percent","239","units","0","v107657303","15.3.5","16.2","C","","","1"
"2018","Montréal, Quebec","2011S0503462","After-tax income","$10,000 to $19,999","Percent","239","units","0","v107657303","15.3.5","15.8","C","","","1"
"1976","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","14.5","","","","1"
"1977","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","14.3","","","","1"
"1978","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","13.8","","","","1"
"1979","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","14.1","","","","1"
"1980","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","17.4","","","","1"
"1981","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","14.6","","","","1"
"1982","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","16.6","","","","1"
"1983","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","15.2","","","","1"
"1984","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","16.1","","","","1"
"1985","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","17.0","","","","1"
"1986","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","17.0","","","","1"
"1987","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","19.1","","","","1"
"1988","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","16.9","","","","1"
"1989","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","19.4","","","","1"
"1990","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","18.2","","","","1"
"1991","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","18.7","","","","1"
"1992","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","17.4","","","","1"
"1993","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","19.5","B","","","1"
"1994","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","19.0","B","","","1"
"1995","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","18.7","B","","","1"
"1996","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","18.8","B","","","1"
"1997","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","19.2","B","","","1"
"1998","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","17.6","C","","","1"
"1999","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","18.9","C","","","1"
"2000","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","18.4","C","","","1"
"2001","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","19.5","C","","","1"
"2002","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","19.9","C","","","1"
"2003","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","18.1","C","","","1"
"2004","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","18.6","C","","","1"
"2005","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","16.5","C","","","1"
"2006","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","17.5","C","","","1"
"2007","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","16.6","C","","","1"
"2008","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","17.3","C","","","1"
"2009","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","16.9","C","","","1"
"2010","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","17.2","C","","","1"
"2011","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","19.3","C","","","1"
"2012","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","18.7","C","","","1"
"2013","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","16.4","C","","","1"
"2014","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","15.9","C","","","1"
"2015","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","17.4","C","","","1"
"2016","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","17.5","C","","","1"
"2017","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","16.4","C","","","1"
"2018","Montréal, Quebec","2011S0503462","After-tax income","$20,000 to $29,999","Percent","239","units","0","v107657304","15.3.6","18.5","B","","","1"
"1976","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","12.7","","","","1"
"1977","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","12.3","","","","1"
"1978","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","12.7","","","","1"
"1979","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","12.6","","","","1"
"1980","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","11.6","","","","1"
"1981","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","13.9","","","","1"
"1982","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","14.5","","","","1"
"1983","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","12.0","","","","1"
"1984","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","11.6","","","","1"
"1985","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","12.9","","","","1"
"1986","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","13.8","","","","1"
"1987","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","12.8","","","","1"
"1988","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","14.4","","","","1"
"1989","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","15.1","","","","1"
"1990","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","14.8","","","","1"
"1991","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","13.7","","","","1"
"1992","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","15.6","","","","1"
"1993","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","14.0","C","","","1"
"1994","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","14.5","B","","","1"
"1995","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","14.4","B","","","1"
"1996","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","13.8","B","","","1"
"1997","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","13.6","B","","","1"
"1998","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","14.7","C","","","1"
"1999","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","15.1","C","","","1"
"2000","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","14.6","C","","","1"
"2001","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","14.1","C","","","1"
"2002","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","14.8","C","","","1"
"2003","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","16.4","C","","","1"
"2004","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","16.3","C","","","1"
"2005","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","16.8","C","","","1"
"2006","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","16.6","C","","","1"
"2007","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","15.8","C","","","1"
"2008","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","15.0","C","","","1"
"2009","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","16.1","C","","","1"
"2010","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","15.2","C","","","1"
"2011","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","15.1","C","","","1"
"2012","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","15.4","C","","","1"
"2013","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","15.1","C","","","1"
"2014","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","14.8","C","","","1"
"2015","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","14.7","C","","","1"
"2016","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","15.4","C","","","1"
"2017","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","15.7","C","","","1"
"2018","Montréal, Quebec","2011S0503462","After-tax income","$30,000 to $39,999","Percent","239","units","0","v107657305","15.3.7","14.1","C","","","1"
"1976","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","10.1","","","","1"
"1977","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","10.8","","","","1"
"1978","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","11.1","","","","1"
"1979","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","11.8","","","","1"
"1980","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","9.8","","","","1"
"1981","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","11.7","","","","1"
"1982","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","9.9","","","","1"
"1983","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","10.3","","","","1"
"1984","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","10.6","","","","1"
"1985","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","9.3","","","","1"
"1986","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","10.6","","","","1"
"1987","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","10.4","","","","1"
"1988","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","10.4","","","","1"
"1989","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","9.2","","","","1"
"1990","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","10.2","","","","1"
"1991","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","9.7","","","","1"
"1992","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","10.2","","","","1"
"1993","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","9.3","C","","","1"
"1994","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","10.1","C","","","1"
"1995","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","9.3","C","","","1"
"1996","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","9.9","C","","","1"
"1997","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","10.1","C","","","1"
"1998","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","9.2","D","","","1"
"1999","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","10.5","C","","","1"
"2000","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","9.8","C","","","1"
"2001","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","11.2","C","","","1"
"2002","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","11.2","C","","","1"
"2003","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","11.0","C","","","1"
"2004","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","10.7","C","","","1"
"2005","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","11.2","C","","","1"
"2006","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","10.1","C","","","1"
"2007","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","11.2","C","","","1"
"2008","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","12.7","C","","","1"
"2009","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","11.3","C","","","1"
"2010","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","12.4","C","","","1"
"2011","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","10.7","C","","","1"
"2012","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","10.6","C","","","1"
"2013","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","11.6","C","","","1"
"2014","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","12.2","C","","","1"
"2015","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","11.7","C","","","1"
"2016","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","11.4","C","","","1"
"2017","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","11.1","C","","","1"
"2018","Montréal, Quebec","2011S0503462","After-tax income","$40,000 to $49,999","Percent","239","units","0","v107657306","15.3.8","12.3","C","","","1"
"1976","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","6.8","","","","1"
"1977","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","8.2","","","","1"
"1978","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","7.5","","","","1"
"1979","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","7.7","","","","1"
"1980","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","7.7","","","","1"
"1981","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","7.0","","","","1"
"1982","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","6.7","","","","1"
"1983","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","6.5","","","","1"
"1984","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","6.2","","","","1"
"1985","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","7.0","","","","1"
"1986","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","7.8","","","","1"
"1987","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","6.2","","","","1"
"1988","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","7.4","","","","1"
"1989","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","7.3","","","","1"
"1990","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","5.8","","","","1"
"1991","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","5.7","","","","1"
"1992","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","6.0","","","","1"
"1993","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","5.8","C","","","1"
"1994","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","5.8","C","","","1"
"1995","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","5.9","C","","","1"
"1996","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","5.8","C","","","1"
"1997","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","5.3","C","","","1"
"1998","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","5.2","D","","","1"
"1999","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","6.1","D","","","1"
"2000","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","6.3","C","","","1"
"2001","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","6.5","C","","","1"
"2002","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","7.0","C","","","1"
"2003","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","7.1","C","","","1"
"2004","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","7.6","D","","","1"
"2005","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","7.8","D","","","1"
"2006","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","7.1","C","","","1"
"2007","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","7.4","C","","","1"
"2008","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","7.5","C","","","1"
"2009","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","7.5","D","","","1"
"2010","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","7.5","D","","","1"
"2011","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","7.7","C","","","1"
"2012","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","7.5","C","","","1"
"2013","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","7.9","C","","","1"
"2014","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","7.9","C","","","1"
"2015","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","7.9","C","","","1"
"2016","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","7.9","D","","","1"
"2017","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","8.5","C","","","1"
"2018","Montréal, Quebec","2011S0503462","After-tax income","$50,000 to $59,999","Percent","239","units","0","v107657307","15.3.9","8.6","C","","","1"
"1976","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","3.5","","","","1"
"1977","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","5.1","","","","1"
"1978","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","4.5","","","","1"
"1979","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","4.2","","","","1"
"1980","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","4.4","","","","1"
"1981","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","4.3","","","","1"
"1982","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","3.8","","","","1"
"1983","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","4.1","","","","1"
"1984","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","4.4","","","","1"
"1985","Montréal, Quebec","2011S0503462","After-tax income","$60,000 to $69,999","Percent","239","units","0","v107657309","15.3.11","4.3","","","","1"
