"REF_DATE","GEO","DGUID","Income concept","Economic family type","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1984","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","4.0","","","","1"
"1985","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","2.2","","","","1"
"1986","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","3.9","","","","1"
"1987","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","2.3","","","","1"
"1988","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","4.5","","","","1"
"1989","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","2.5","","","","1"
"1990","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","2.7","","","","1"
"1991","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","6.5","","","","1"
"1992","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","4.0","","","","1"
"1993","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","4.5","D","","","1"
"1994","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","6.1","E","","","1"
"1995","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","4.5","E","","","1"
"1996","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","7.3","D","","","1"
"1997","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","5.9","E","","","1"
"1998","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","3.5","E","","","1"
"1999","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","5.0","E","","","1"
"2000","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","4.0","E","","","1"
"2001","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","4.2","E","","","1"
"2002","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","4.6","E","","","1"
"2003","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","3.1","E","","","1"
"2004","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","4.4","E","","","1"
"2005","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","4.0","E","","","1"
"2006","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","4.7","E","","","1"
"2007","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","3.6","E","","","1"
"2008","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","3.9","E","","","1"
"2009","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","3.4","E","","","1"
"2010","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","3.2","E","","","1"
"2011","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","4.2","E","","","1"
"2012","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","3.6","E","","","1"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","5.0","E","","","1"
"2014","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","4.9","E","","","1"
"2015","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","4.7","E","","","1"
"2016","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","","F","","","1"
"2017","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","3.0","E","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","Percentage under $10,000 (including zeros and losses)","Percent","239","units","0","v107655550","16.3.1.4","2.4","E","","","1"
"1976","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","4.4","","","","1"
"1977","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","8.0","","","","1"
"1978","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","6.7","","","","1"
"1979","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","7.5","","","","1"
"1980","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","8.7","","","","1"
"1981","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","12.8","","","","1"
"1982","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","8.0","","","","1"
"1983","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","12.5","","","","1"
"1984","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","9.8","","","","1"
"1985","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","8.8","","","","1"
"1986","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","9.4","","","","1"
"1987","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","9.8","","","","1"
"1988","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","7.2","","","","1"
"1989","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","8.6","","","","1"
"1990","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","8.0","","","","1"
"1991","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","9.8","","","","1"
"1992","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","9.4","","","","1"
"1993","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","12.5","D","","","1"
"1994","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","10.5","D","","","1"
"1995","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","11.7","D","","","1"
"1996","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","11.6","D","","","1"
"1997","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","12.3","C","","","1"
"1998","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","12.9","D","","","1"
"1999","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","10.0","D","","","1"
"2000","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","10.4","E","","","1"
"2001","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","7.4","D","","","1"
"2002","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","7.6","D","","","1"
"2003","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","9.4","D","","","1"
"2004","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","9.6","D","","","1"
"2005","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","8.4","D","","","1"
"2006","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","8.0","D","","","1"
"2007","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","7.0","E","","","1"
"2008","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","9.0","E","","","1"
"2009","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","8.8","E","","","1"
"2010","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","8.0","E","","","1"
"2011","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","7.7","E","","","1"
"2012","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","10.5","D","","","1"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","6.9","E","","","1"
"2014","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","9.3","D","","","1"
"2015","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","9.6","E","","","1"
"2016","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","7.8","E","","","1"
"2017","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","6.5","E","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$10,000 to $19,999","Percent","239","units","0","v107655551","16.3.1.5","6.8","D","","","1"
"1976","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","8.8","","","","1"
"1977","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","8.7","","","","1"
"1978","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","9.5","","","","1"
"1979","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","12.3","","","","1"
"1980","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","8.3","","","","1"
"1981","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","8.8","","","","1"
"1982","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","9.1","","","","1"
"1983","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","10.1","","","","1"
"1984","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","9.1","","","","1"
"1985","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","11.2","","","","1"
"1986","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","11.4","","","","1"
"1987","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","8.3","","","","1"
"1988","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","8.0","","","","1"
"1989","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","10.9","","","","1"
"1990","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","9.0","","","","1"
"1991","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","10.4","","","","1"
"1992","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","11.1","","","","1"
"1993","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","12.2","D","","","1"
"1994","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","11.9","C","","","1"
"1995","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","9.9","D","","","1"
"1996","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","11.9","C","","","1"
"1997","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","11.1","D","","","1"
"1998","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","10.3","D","","","1"
"1999","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","11.5","D","","","1"
"2000","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","11.7","D","","","1"
"2001","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","8.7","D","","","1"
"2002","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","7.3","D","","","1"
"2003","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","9.6","D","","","1"
"2004","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","9.1","D","","","1"
"2005","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","7.6","D","","","1"
"2006","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","8.7","D","","","1"
"2007","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","8.6","E","","","1"
"2008","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","7.6","E","","","1"
"2009","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","8.6","E","","","1"
"2010","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","5.3","E","","","1"
"2011","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","6.0","E","","","1"
"2012","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","8.0","D","","","1"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","9.2","D","","","1"
"2014","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","7.5","E","","","1"
"2015","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","9.2","E","","","1"
"2016","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","10.2","E","","","1"
"2017","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","10.0","D","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$20,000 to $29,999","Percent","239","units","0","v107655552","16.3.1.6","9.1","D","","","1"
"1976","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","10.4","","","","1"
"1977","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","9.7","","","","1"
"1978","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","9.2","","","","1"
"1979","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","8.3","","","","1"
"1980","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","7.2","","","","1"
"1981","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","6.4","","","","1"
"1982","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","11.3","","","","1"
"1983","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","10.2","","","","1"
"1984","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","10.2","","","","1"
"1985","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","12.2","","","","1"
"1986","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","9.8","","","","1"
"1987","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","10.9","","","","1"
"1988","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","8.2","","","","1"
"1989","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","8.6","","","","1"
"1990","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","8.8","","","","1"
"1991","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","9.3","","","","1"
"1992","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","9.5","","","","1"
"1993","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","9.4","D","","","1"
